# Weather station Columbus / Port Columbus (airport), USA, METAR=KCMH,selection from 01.01.2021 till 01.05.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KCMH&lang=en
#
"Local time in Columbus / Port Columbus (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"05.01.2021 09:23";"1.0";"738.0";"761.2";"87";"Calm, no wind";"0";"";"Light snow, mist";"";"Broken clouds (60-90%) 690 m, overcast (100%) 930 m";"9.6";"-1.0";
"05.01.2021 08:51";"0.0";"737.8";"761.0";"93";"Calm, no wind";"0";"";"";"";"Overcast (100%) 990 m";"11.2";"-1.0";
"05.01.2021 07:51";"-1.0";"737.2";"760.5";"93";"Calm, no wind";"0";"";"";"";"Overcast (100%) 1050 m";"12.8";"-2.0";
"05.01.2021 06:51";"-1.0";"736.7";"760.0";"93";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1110 m, broken clouds (60-90%) 3600 m, broken clouds (60-90%) 7500 m";"14.4";"-2.0";
"05.01.2021 05:51";"-1.0";"736.4";"759.7";"93";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1080 m, overcast (100%) 4500 m";"12.8";"-2.0";
"05.01.2021 04:51";"-2.0";"736.3";"759.7";"100";"Calm, no wind";"0";"";"";"";"Overcast (100%) 900 m";"14.4";"-2.0";
"05.01.2021 03:51";"-2.0";"736.3";"759.7";"93";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 720 m, overcast (100%) 4500 m";"12.8";"-3.0";
"05.01.2021 02:51";"-2.0";"736.6";"760.0";"93";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 750 m, overcast (100%) 4500 m";"12.8";"-3.0";
"05.01.2021 02:40";"-2.0";"736.6";"760.0";"93";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 810 m, overcast (100%) 4500 m";"12.8";"-3.0";
"05.01.2021 02:19";"-2.0";"736.6";"760.0";"93";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 810 m, overcast (100%) 4500 m";"12.8";"-3.0";
"05.01.2021 01:51";"-2.0";"736.6";"760.0";"93";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 4500 m, broken clouds (60-90%) 7500 m";"14.4";"-3.0";
"05.01.2021 00:51";"-2.0";"736.3";"759.7";"93";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 7500 m";"14.4";"-3.0";
"04.01.2021 23:51";"-1.0";"736.7";"760.0";"93";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 780 m";"14.4";"-2.0";
"04.01.2021 22:51";"-2.0";"736.8";"760.2";"93";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 780 m";"16.0";"-3.0";
"04.01.2021 21:51";"-1.0";"737.2";"760.5";"93";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 780 m";"16.0";"-2.0";
"04.01.2021 21:35";"0.0";"737.5";"760.7";"87";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 780 m";"16.0";"-2.0";
"04.01.2021 20:51";"1.0";"737.6";"760.7";"81";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 780 m";"16.0";"-2.0";
"04.01.2021 19:51";"2.0";"738.1";"761.2";"75";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 780 m";"16.0";"-2.0";
"04.01.2021 18:51";"2.0";"738.6";"761.7";"70";"Wind blowing from the west-southwest";"2";"";"";"";"Broken clouds (60-90%) 780 m";"16.0";"-3.0";
"04.01.2021 17:51";"2.0";"738.6";"761.7";"81";"Wind blowing from the south-southwest";"2";"";"";"";"Broken clouds (60-90%) 660 m";"16.0";"-1.0";
"04.01.2021 16:51";"2.0";"738.4";"761.5";"75";"Wind blowing from the west-southwest";"2";"";"";"";"Broken clouds (60-90%) 720 m";"16.0";"-2.0";
"04.01.2021 15:51";"2.0";"738.6";"761.7";"75";"Wind blowing from the south-west";"2";"";"";"";"Overcast (100%) 720 m";"16.0";"-2.0";
"04.01.2021 14:51";"2.0";"738.4";"761.5";"75";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 600 m";"16.0";"-2.0";
"04.01.2021 13:51";"2.0";"738.6";"761.7";"75";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 540 m";"16.0";"-2.0";
"04.01.2021 12:51";"2.0";"738.9";"762.0";"75";"Wind blowing from the west-southwest";"3";"";"";"";"Overcast (100%) 540 m";"16.0";"-2.0";
"04.01.2021 11:51";"2.0";"739.7";"762.8";"75";"Wind blowing from the south-west";"2";"";"";"";"Overcast (100%) 540 m";"16.0";"-2.0";
"04.01.2021 10:51";"2.0";"740.4";"763.5";"75";"Calm, no wind";"0";"";"";"";"Overcast (100%) 600 m";"16.0";"-2.0";
"04.01.2021 09:51";"1.0";"740.6";"763.8";"81";"Calm, no wind";"0";"";"";"";"Overcast (100%) 540 m";"16.0";"-2.0";
"04.01.2021 08:51";"1.0";"740.6";"763.8";"81";"Wind blowing from the west-northwest";"2";"";"";"";"Overcast (100%) 540 m";"16.0";"-2.0";
"04.01.2021 07:51";"1.0";"740.6";"763.8";"87";"Wind blowing from the west-northwest";"2";"";"";"";"Overcast (100%) 600 m";"16.0";"-1.0";
"04.01.2021 06:51";"1.0";"740.6";"763.8";"87";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 420 m, overcast (100%) 660 m";"16.0";"-1.0";
"04.01.2021 05:51";"1.0";"740.3";"763.5";"87";"Wind blowing from the west-northwest";"2";"";"";"";"Overcast (100%) 630 m";"16.0";"-1.0";
"04.01.2021 04:51";"1.0";"740.1";"763.3";"87";"Wind blowing from the west";"2";"";"";"";"Overcast (100%) 870 m";"16.0";"-1.0";
"04.01.2021 03:51";"1.0";"740.1";"763.3";"87";"Wind blowing from the north-west";"3";"";"";"";"Overcast (100%) 870 m";"16.0";"-1.0";
"04.01.2021 02:51";"1.0";"739.8";"763.0";"87";"Wind blowing from the west-northwest";"3";"";"";"";"Few clouds (10-30%) 390 m, overcast (100%) 870 m";"16.0";"-1.0";
"04.01.2021 01:51";"1.0";"739.6";"762.8";"87";"Wind blowing from the west-northwest";"2";"";"";"";"Overcast (100%) 900 m";"16.0";"-1.0";
"04.01.2021 00:51";"1.0";"739.3";"762.5";"87";"Wind blowing from the west";"3";"";"";"";"Overcast (100%) 1020 m";"16.0";"-1.0";
"03.01.2021 23:51";"1.0";"739.6";"762.8";"87";"Wind blowing from the west-northwest";"3";"";"";"";"Overcast (100%) 960 m";"16.0";"-1.0";
"03.01.2021 22:51";"1.0";"739.6";"762.8";"87";"Wind blowing from the west-northwest";"3";"";"";"";"Few clouds (10-30%) 390 m, broken clouds (60-90%) 1080 m, overcast (100%) 1500 m";"16.0";"-1.0";
"03.01.2021 22:32";"2.0";"739.7";"762.8";"87";"Wind blowing from the west-northwest";"3";"";"";"";"Few clouds (10-30%) 390 m, broken clouds (60-90%) 1080 m, overcast (100%) 1500 m";"16.0";"0.0";
"03.01.2021 21:51";"2.0";"739.9";"763.0";"87";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 690 m, overcast (100%) 900 m";"16.0";"0.0";
"03.01.2021 20:51";"2.0";"739.9";"763.0";"87";"Wind blowing from the west";"3";"";"";"";"Overcast (100%) 450 m";"16.0";"0.0";
"03.01.2021 20:34";"2.0";"739.7";"762.8";"87";"Wind blowing from the west";"3";"";"";"";"Overcast (100%) 390 m";"16.0";"0.0";
"03.01.2021 19:51";"2.0";"739.7";"762.8";"87";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 630 m, overcast (100%) 780 m";"16.0";"0.0";
"03.01.2021 18:51";"2.0";"739.4";"762.5";"87";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 570 m, overcast (100%) 750 m";"16.0";"0.0";
"03.01.2021 17:51";"3.0";"739.0";"762.0";"75";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 960 m";"16.0";"-1.0";
"03.01.2021 17:39";"3.0";"739.0";"762.0";"75";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 810 m, overcast (100%) 960 m";"16.0";"-1.0";
"03.01.2021 17:35";"3.0";"739.0";"762.0";"75";"Wind blowing from the west";"5";"";"";"";"Overcast (100%) 900 m";"16.0";"-1.0";
"03.01.2021 16:51";"3.0";"738.7";"761.7";"75";"Wind blowing from the west";"5";"";"";"";"Overcast (100%) 720 m";"16.0";"-1.0";
"03.01.2021 15:51";"4.0";"738.3";"761.2";"75";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 780 m";"16.0";"0.0";
"03.01.2021 15:16";"4.0";"737.8";"760.7";"70";"Wind blowing from the west";"6";"8";"";"";"Broken clouds (60-90%) 840 m, overcast (100%) 1500 m";"16.0";"-1.0";
"03.01.2021 14:51";"4.0";"737.8";"760.7";"75";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 840 m, overcast (100%) 1650 m";"16.0";"0.0";
"03.01.2021 14:29";"4.0";"737.6";"760.5";"75";"Wind blowing from the west-southwest";"5";"";"";"";"Scattered clouds (40-50%) 840 m, overcast (100%) 1650 m";"16.0";"0.0";
"03.01.2021 13:51";"4.0";"737.6";"760.5";"81";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 720 m, overcast (100%) 870 m";"16.0";"1.0";
"03.01.2021 12:51";"4.0";"737.6";"760.5";"81";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 390 m, overcast (100%) 630 m";"16.0";"1.0";
"03.01.2021 12:40";"4.0";"737.6";"760.5";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Scattered clouds (40-50%) 510 m, overcast (100%) 630 m";"16.0";"2.0";
"03.01.2021 11:51";"4.0";"737.6";"760.5";"87";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 420 m";"16.0";"2.0";
"03.01.2021 11:37";"4.0";"737.8";"760.7";"87";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 570 m";"16.0";"2.0";
"03.01.2021 11:27";"4.0";"737.8";"760.7";"93";"Wind blowing from the west-southwest";"5";"8";"";"";"Overcast (100%) 480 m";"16.0";"3.0";
"03.01.2021 10:51";"4.0";"737.8";"760.7";"93";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 360 m";"14.4";"3.0";
"03.01.2021 10:43";"4.0";"737.8";"760.7";"93";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 360 m";"16.0";"3.0";
"03.01.2021 09:51";"3.0";"737.5";"760.5";"100";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Overcast (100%) 270 m";"9.6";"3.0";
"03.01.2021 09:41";"3.0";"737.5";"760.5";"100";"Wind blowing from the west-southwest";"2";"";"Light rain, mist";"";"Few clouds (10-30%) 120 m, broken clouds (60-90%) 330 m, overcast (100%) 720 m";"8.0";"3.0";
"03.01.2021 09:15";"3.0";"737.5";"760.5";"100";"Wind blowing from the west";"2";"";"Mist";"";"Few clouds (10-30%) 90 m, broken clouds (60-90%) 540 m, overcast (100%) 720 m";"6.4";"3.0";
"03.01.2021 09:04";"3.0";"737.2";"760.2";"100";"Wind blowing from the west";"2";"";"Mist";"";"Scattered clouds (40-50%) 90 m, broken clouds (60-90%) 240 m, overcast (100%) 720 m";"2.4";"3.0";
"03.01.2021 08:51";"3.0";"737.2";"760.2";"100";"Wind blowing from the west";"2";"";"Light rain, mist";"";"Overcast (100%) 90 m";"0.4";"3.0";
"03.01.2021 07:51";"3.0";"736.7";"759.7";"100";"Wind blowing from the west-northwest";"2";"";"Mist";"";"Overcast (100%) 90 m";"0.4";"3.0";
"03.01.2021 07:44";"3.0";"736.7";"759.7";"100";"Wind blowing from the west-northwest";"2";"";"Mist";"";"Overcast (100%) 90 m";"0.8";"3.0";
"03.01.2021 07:30";"3.0";"736.7";"759.7";"100";"Wind blowing from the west-northwest";"3";"";"Mist";"";"Overcast (100%) 90 m";"4.0";"3.0";
"03.01.2021 07:19";"3.0";"736.7";"759.7";"100";"Wind blowing from the west-northwest";"3";"";"Mist";"";"Overcast (100%) 90 m";"4.8";"3.0";
"03.01.2021 06:51";"3.0";"736.6";"759.5";"100";"Wind blowing from the west";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.0";"3.0";
"03.01.2021 05:51";"3.0";"736.3";"759.2";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 180 m";"6.4";"3.0";
"03.01.2021 04:51";"3.0";"736.3";"759.2";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Broken clouds (60-90%) 90 m, overcast (100%) 420 m";"4.8";"3.0";
"03.01.2021 04:18";"4.0";"736.3";"759.2";"93";"Wind blowing from the north";"2";"";"Light drizzle, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 420 m";"6.4";"3.0";
"03.01.2021 03:51";"4.0";"736.3";"759.2";"93";"Wind blowing from the north";"2";"";"Light drizzle, mist";"";"Scattered clouds (40-50%) 270 m, overcast (100%) 420 m";"9.6";"3.0";
"03.01.2021 02:51";"4.0";"736.6";"759.5";"93";"Calm, no wind";"0";"";"Light rain";"";"Few clouds (10-30%) 270 m, broken clouds (60-90%) 420 m, overcast (100%) 1320 m";"14.4";"3.0";
"03.01.2021 01:51";"4.0";"736.6";"759.5";"93";"Wind blowing from the east";"2";"";"Light rain, mist";"";"Few clouds (10-30%) 270 m, broken clouds (60-90%) 540 m, overcast (100%) 1320 m";"9.6";"3.0";
"03.01.2021 00:51";"4.0";"737.1";"760.0";"93";"Calm, no wind";"0";"";"Light rain";"";"Overcast (100%) 630 m";"16.0";"3.0";
"02.01.2021 23:51";"4.0";"737.6";"760.5";"87";"Wind blowing from the north-northwest";"2";"";"";"";"Overcast (100%) 660 m";"16.0";"2.0";
"02.01.2021 22:51";"4.0";"738.3";"761.2";"87";"Calm, no wind";"0";"";"";"";"Overcast (100%) 660 m";"16.0";"2.0";
"02.01.2021 21:51";"4.0";"738.6";"761.5";"87";"Calm, no wind";"0";"";"";"";"Overcast (100%) 600 m";"16.0";"2.0";
"02.01.2021 20:51";"4.0";"739.1";"762.0";"87";"Wind blowing from the east";"2";"";"";"";"Overcast (100%) 660 m";"16.0";"2.0";
"02.01.2021 19:51";"4.0";"739.5";"762.5";"87";"Wind blowing from the east-southeast";"2";"";"";"";"Overcast (100%) 600 m";"16.0";"2.0";
"02.01.2021 18:51";"4.0";"739.5";"762.5";"87";"Wind blowing from the east-northeast";"2";"";"";"";"Overcast (100%) 600 m";"16.0";"2.0";
"02.01.2021 17:51";"4.0";"740.0";"763.0";"87";"Wind blowing from the east";"2";"";"";"";"Overcast (100%) 600 m";"16.0";"2.0";
"02.01.2021 16:51";"4.0";"740.3";"763.3";"87";"Wind blowing from the east";"3";"";"";"";"Overcast (100%) 450 m";"16.0";"2.0";
"02.01.2021 15:51";"4.0";"740.5";"763.5";"81";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"16.0";"1.0";
"02.01.2021 14:51";"4.0";"740.5";"763.5";"81";"Wind blowing from the south";"3";"";"";"";"Overcast (100%) 510 m";"16.0";"1.0";
"02.01.2021 13:51";"4.0";"740.0";"763.0";"81";"Calm, no wind";"0";"";"";"";"Overcast (100%) 510 m";"16.0";"1.0";
"02.01.2021 12:51";"4.0";"740.3";"763.3";"81";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"16.0";"1.0";
"02.01.2021 11:51";"3.0";"740.4";"763.5";"87";"Wind blowing from the west";"2";"";"";"";"Overcast (100%) 330 m";"16.0";"1.0";
"02.01.2021 10:51";"3.0";"740.7";"763.8";"93";"Wind blowing from the west-northwest";"4";"";"";"";"Overcast (100%) 330 m";"16.0";"2.0";
"02.01.2021 10:28";"3.0";"740.9";"764.0";"93";"Wind blowing from the west";"3";"";"";"";"Overcast (100%) 330 m";"16.0";"2.0";
"02.01.2021 09:51";"3.0";"740.9";"764.0";"93";"Wind blowing from the west-northwest";"2";"";"";"";"Broken clouds (60-90%) 270 m, overcast (100%) 450 m";"12.8";"2.0";
