# Weather station Columbus / Port Columbus (airport), USA, METAR=KCMH,selection from 01.01.2021 till 01.05.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KCMH&lang=en
#
"Local time in Columbus / Port Columbus (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"14.02.2021 20:51";"-6.0";"744.6";"768.6";"74";"Wind blowing from the north";"7";"";"";"";"Broken clouds (60-90%) 1320 m";"12.8";"-10.0";
"14.02.2021 19:51";"-6.0";"744.9";"768.9";"80";"Wind blowing from the north";"5";"";"";"";"Broken clouds (60-90%) 1440 m";"12.8";"-9.0";
"14.02.2021 18:51";"-6.0";"744.6";"768.6";"80";"Wind blowing from the north-northwest";"6";"";"";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 4200 m, scattered clouds (40-50%) 6000 m";"12.8";"-9.0";
"14.02.2021 17:51";"-5.0";"744.7";"768.6";"74";"Wind blowing from the north";"6";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 6000 m";"16.0";"-9.0";
"14.02.2021 16:51";"-4.0";"745.1";"768.9";"69";"Wind blowing from the north";"6";"";"";"";"Scattered clouds (40-50%) 750 m, overcast (100%) 6000 m";"16.0";"-9.0";
"14.02.2021 15:51";"-3.0";"745.2";"768.9";"59";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 750 m, overcast (100%) 6000 m";"16.0";"-10.0";
"14.02.2021 14:51";"-3.0";"744.9";"768.6";"59";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 750 m, overcast (100%) 6000 m";"16.0";"-10.0";
"14.02.2021 13:51";"-3.0";"744.7";"768.4";"64";"Wind blowing from the north-northeast";"5";"";"";"";"Overcast (100%) 6000 m";"16.0";"-9.0";
"14.02.2021 12:51";"-4.0";"745.1";"768.9";"69";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 6000 m";"14.4";"-9.0";
"14.02.2021 11:51";"-4.0";"746.0";"769.9";"69";"Wind blowing from the north-northeast";"5";"";"";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m";"14.4";"-9.0";
"14.02.2021 10:51";"-5.0";"746.0";"769.9";"74";"Wind blowing from the north";"5";"";"";"";"Few clouds (10-30%) 480 m, overcast (100%) 6000 m";"14.4";"-9.0";
"14.02.2021 09:51";"-5.0";"746.4";"770.4";"74";"Wind blowing from the north";"5";"";"";"";"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m";"14.4";"-9.0";
"14.02.2021 08:51";"-6.0";"746.1";"770.1";"80";"Wind blowing from the north";"4";"";"Haze";"";"Few clouds (10-30%) 360 m";"9.6";"-9.0";
"14.02.2021 07:51";"-7.0";"745.5";"769.6";"86";"Wind blowing from the north";"3";"";"Mist";"";"Few clouds (10-30%) 7500 m";"8.0";"-9.0";
"14.02.2021 07:07";"-7.0";"745.3";"769.4";"86";"Wind blowing from the north";"3";"";"Light snow";"";"Few clouds (10-30%) 360 m, scattered clouds (40-50%) 1470 m";"9.6";"-9.0";
"14.02.2021 06:51";"-7.0";"745.3";"769.4";"93";"Wind blowing from the north";"3";"";"Light snow";"";"Few clouds (10-30%) 360 m, broken clouds (60-90%) 780 m, overcast (100%) 1470 m";"9.6";"-8.0";
"14.02.2021 06:20";"-6.0";"745.1";"769.1";"86";"Wind blowing from the north";"4";"";"Mist";"";"Few clouds (10-30%) 540 m, overcast (100%) 750 m";"9.6";"-8.0";
"14.02.2021 05:51";"-6.0";"745.1";"769.1";"86";"Wind blowing from the north";"3";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 480 m";"11.2";"-8.0";
"14.02.2021 05:31";"-6.0";"744.9";"768.9";"86";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 300 m";"11.2";"-8.0";
"14.02.2021 04:51";"-7.0";"744.0";"768.1";"93";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 240 m";"11.2";"-8.0";
"14.02.2021 03:51";"-7.0";"744.0";"768.1";"93";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 240 m";"11.2";"-8.0";
"14.02.2021 02:51";"-7.0";"743.7";"767.8";"100";"Wind blowing from the north-northwest";"4";"";"Mist";"";"Overcast (100%) 180 m";"9.6";"-7.0";
"14.02.2021 01:51";"-6.0";"743.3";"767.3";"93";"Wind blowing from the north-northwest";"5";"";"Mist";"";"Overcast (100%) 180 m";"9.6";"-7.0";
"14.02.2021 00:51";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north-northwest";"4";"";"Mist";"";"Overcast (100%) 180 m";"9.6";"-7.0";
"13.02.2021 23:51";"-6.0";"742.7";"766.6";"93";"Wind blowing from the north-northwest";"5";"";"Mist";"";"Overcast (100%) 240 m";"9.6";"-7.0";
"13.02.2021 23:04";"-4.0";"742.6";"766.3";"86";"Wind blowing from the north-west";"5";"";"";"";"Overcast (100%) 240 m";"11.2";"-6.0";
"13.02.2021 22:51";"-4.0";"742.4";"766.1";"86";"Wind blowing from the north-west";"5";"";"";"";"Overcast (100%) 360 m";"12.8";"-6.0";
"13.02.2021 21:51";"-4.0";"741.9";"765.6";"86";"Wind blowing from the north-northwest";"4";"";"";"";"Overcast (100%) 360 m";"12.8";"-6.0";
"13.02.2021 21:40";"-4.0";"741.9";"765.6";"80";"Wind blowing from the north-northwest";"4";"";"";"";"Overcast (100%) 360 m";"12.8";"-7.0";
"13.02.2021 20:59";"-4.0";"741.3";"765.0";"86";"Wind blowing from the north-northwest";"5";"";"";"";"Scattered clouds (40-50%) 270 m, overcast (100%) 450 m";"12.8";"-6.0";
"13.02.2021 20:51";"-4.0";"741.3";"765.0";"86";"Wind blowing from the north-northwest";"5";"";"";"";"Scattered clouds (40-50%) 270 m, overcast (100%) 450 m";"12.8";"-6.0";
"13.02.2021 19:51";"-4.0";"740.8";"764.5";"86";"Wind blowing from the north-northwest";"3";"";"Light snow, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 540 m";"9.6";"-6.0";
"13.02.2021 19:17";"-4.0";"740.8";"764.5";"93";"Wind blowing from the north-northwest";"3";"";"Light snow, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 510 m";"6.4";"-5.0";
"13.02.2021 19:00";"-4.0";"740.8";"764.5";"86";"Wind blowing from the north-northwest";"4";"";"Light snow, mist";"";"Few clouds (10-30%) 330 m, overcast (100%) 510 m";"6.4";"-6.0";
"13.02.2021 18:51";"-4.0";"740.8";"764.5";"86";"Wind blowing from the north-west";"5";"";"Light snow, mist";"";"Overcast (100%) 420 m";"6.4";"-6.0";
"13.02.2021 18:29";"-3.0";"740.7";"764.3";"80";"Wind blowing from the north-west";"6";"";"Light snow, mist";"";"Overcast (100%) 330 m";"8.0";"-6.0";
"13.02.2021 17:51";"-3.0";"740.4";"764.0";"86";"Wind blowing from the north-west";"3";"";"Light snow, mist";"";"Overcast (100%) 450 m";"8.0";"-5.0";
"13.02.2021 17:43";"-3.0";"740.2";"763.8";"86";"Wind blowing from the north-west";"2";"";"Mist";"";"Broken clouds (60-90%) 390 m, overcast (100%) 600 m";"9.6";"-5.0";
"13.02.2021 16:51";"-3.0";"739.7";"763.3";"80";"Calm, no wind";"0";"";"Light snow, haze";"";"Broken clouds (60-90%) 450 m, overcast (100%) 1050 m";"9.6";"-6.0";
"13.02.2021 15:51";"-2.0";"739.8";"763.3";"74";"Wind blowing from the north-northwest";"2";"";"Light snow";"";"Broken clouds (60-90%) 450 m, overcast (100%) 990 m";"3.2";"-6.0";
"13.02.2021 14:51";"-3.0";"739.7";"763.3";"80";"Wind blowing from the north";"3";"";"Light snow";"";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 750 m, overcast (100%) 1290 m";"3.2";"-6.0";
"13.02.2021 13:51";"-3.0";"740.2";"763.8";"80";"Wind blowing from the north-northeast";"2";"";"Light snow";"";"Overcast (100%) 630 m";"3.2";"-6.0";
"13.02.2021 13:10";"-3.0";"740.7";"764.3";"74";"Wind blowing from the north";"2";"";"Light snow";"";"Overcast (100%) 570 m";"3.2";"-7.0";
"13.02.2021 12:51";"-3.0";"740.7";"764.3";"74";"Wind blowing from the north-east";"3";"";"Light snow";"";"Overcast (100%) 570 m";"9.6";"-7.0";
"13.02.2021 11:51";"-4.0";"741.1";"764.8";"74";"Wind blowing from the north-northeast";"3";"";"";"";"Overcast (100%) 630 m";"12.8";"-8.0";
"13.02.2021 10:51";"-4.0";"741.3";"765.0";"74";"Wind blowing from the north-northeast";"5";"";"";"";"Overcast (100%) 570 m";"12.8";"-8.0";
"13.02.2021 09:51";"-4.0";"742.1";"765.8";"74";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 570 m";"12.8";"-8.0";
"13.02.2021 08:51";"-5.0";"742.3";"766.1";"74";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 570 m";"12.8";"-9.0";
"13.02.2021 07:51";"-4.0";"742.1";"765.8";"69";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 660 m";"14.4";"-9.0";
"13.02.2021 06:51";"-4.0";"742.4";"766.1";"69";"Wind blowing from the north-northeast";"3";"";"";"";"Overcast (100%) 780 m";"16.0";"-9.0";
"13.02.2021 05:51";"-4.0";"741.9";"765.6";"69";"Wind blowing from the north-northeast";"3";"";"";"";"Overcast (100%) 780 m";"16.0";"-9.0";
"13.02.2021 04:51";"-4.0";"742.4";"766.1";"74";"Wind blowing from the north-east";"5";"";"";"";"Overcast (100%) 990 m";"16.0";"-8.0";
"13.02.2021 03:51";"-4.0";"742.8";"766.6";"74";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 1050 m";"16.0";"-8.0";
"13.02.2021 02:51";"-4.0";"743.3";"767.1";"74";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 1110 m";"16.0";"-8.0";
"13.02.2021 01:51";"-4.0";"743.8";"767.6";"74";"Wind blowing from the north-northeast";"3";"";"";"";"Overcast (100%) 1170 m";"16.0";"-8.0";
"13.02.2021 00:51";"-4.0";"743.8";"767.6";"74";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 1290 m";"16.0";"-8.0";
"12.02.2021 23:51";"-4.0";"744.0";"767.8";"74";"Wind blowing from the north-northeast";"4";"";"";"";"Broken clouds (60-90%) 1290 m, overcast (100%) 4200 m";"16.0";"-8.0";
"12.02.2021 22:51";"-4.0";"744.0";"767.8";"74";"Wind blowing from the north-northeast";"4";"";"";"";"Few clouds (10-30%) 1410 m, overcast (100%) 4200 m";"16.0";"-8.0";
"12.02.2021 21:51";"-4.0";"744.3";"768.1";"74";"Wind blowing from the north";"5";"";"";"";"Overcast (100%) 1380 m";"16.0";"-8.0";
"12.02.2021 20:51";"-4.0";"744.6";"768.4";"74";"Wind blowing from the north";"5";"";"";"";"Scattered clouds (40-50%) 1440 m, overcast (100%) 4200 m";"14.4";"-8.0";
"12.02.2021 19:51";"-3.0";"744.7";"768.4";"69";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 4200 m";"16.0";"-8.0";
"12.02.2021 18:51";"-3.0";"744.4";"768.1";"64";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 1440 m, broken clouds (60-90%) 4200 m";"16.0";"-9.0";
"12.02.2021 17:51";"-2.0";"744.0";"767.6";"64";"Wind blowing from the north";"5";"";"";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 4200 m";"12.8";"-8.0";
"12.02.2021 17:27";"-2.0";"744.0";"767.6";"64";"Wind blowing from the north-northwest";"6";"";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 4200 m";"14.4";"-8.0";
"12.02.2021 16:51";"-2.0";"744.0";"767.6";"64";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 750 m";"12.8";"-8.0";
"12.02.2021 15:51";"-2.0";"743.5";"767.1";"64";"Wind blowing from the north-northwest";"6";"";"";"";"Overcast (100%) 750 m";"12.8";"-8.0";
"12.02.2021 14:51";"-1.0";"743.3";"766.8";"64";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 690 m";"11.2";"-7.0";
"12.02.2021 13:51";"-2.0";"743.5";"767.1";"74";"Wind blowing from the north-west";"4";"";"";"";"Overcast (100%) 630 m";"11.2";"-6.0";
"12.02.2021 13:41";"-2.0";"743.5";"767.1";"69";"Wind blowing from the west-northwest";"3";"";"";"";"Overcast (100%) 630 m";"11.2";"-7.0";
"12.02.2021 12:51";"-2.0";"743.7";"767.3";"69";"Wind blowing from the west-northwest";"2";"";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1020 m";"12.8";"-7.0";
"12.02.2021 12:17";"-3.0";"743.4";"767.1";"74";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1020 m";"11.2";"-7.0";
"12.02.2021 11:51";"-3.0";"743.9";"767.6";"69";"Wind blowing from the north";"2";"";"Light snow";"";"Broken clouds (60-90%) 630 m, overcast (100%) 900 m";"8.0";"-8.0";
"12.02.2021 10:51";"-3.0";"743.6";"767.3";"64";"Wind blowing from the north-east";"3";"";"";"";"Overcast (100%) 630 m";"14.4";"-9.0";
"12.02.2021 09:51";"-4.0";"743.5";"767.3";"69";"Wind blowing from the east";"3";"";"";"";"Overcast (100%) 570 m";"14.4";"-9.0";
"12.02.2021 08:51";"-5.0";"743.9";"767.8";"74";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 720 m";"11.2";"-9.0";
"12.02.2021 07:51";"-6.0";"742.9";"766.8";"74";"Wind blowing from the north-northeast";"2";"";"";"";"Broken clouds (60-90%) 690 m, overcast (100%) 1500 m";"14.4";"-10.0";
"12.02.2021 06:51";"-6.0";"742.7";"766.6";"80";"Wind blowing from the north-east";"3";"";"";"";"Broken clouds (60-90%) 780 m, broken clouds (60-90%) 870 m, overcast (100%) 1050 m";"16.0";"-9.0";
"12.02.2021 05:51";"-6.0";"742.7";"766.6";"80";"Wind blowing from the north-northeast";"5";"";"Light snow";"";"Overcast (100%) 750 m";"4.8";"-9.0";
"12.02.2021 05:00";"-6.0";"742.4";"766.3";"68";"Wind blowing from the north-northeast";"4";"";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 930 m";"16.0";"-11.0";
"12.02.2021 04:51";"-6.0";"742.4";"766.3";"68";"Wind blowing from the north-northeast";"4";"";"";"";"Broken clouds (60-90%) 990 m, overcast (100%) 1350 m";"16.0";"-11.0";
"12.02.2021 03:51";"-6.0";"742.2";"766.1";"68";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 1170 m";"16.0";"-11.0";
"12.02.2021 02:51";"-6.0";"742.4";"766.3";"68";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 1350 m";"16.0";"-11.0";
"12.02.2021 01:51";"-6.0";"742.4";"766.3";"68";"Wind blowing from the north-east";"4";"";"";"";"Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 1800 m";"16.0";"-11.0";
"12.02.2021 00:51";"-6.0";"742.7";"766.6";"74";"Wind blowing from the north-east";"6";"";"";"";"Overcast (100%) 1950 m";"16.0";"-10.0";
"11.02.2021 23:51";"-6.0";"743.3";"767.3";"80";"Wind blowing from the north-east";"6";"";"";"";"Overcast (100%) 1950 m";"16.0";"-9.0";
"11.02.2021 22:51";"-6.0";"744.1";"768.1";"80";"Wind blowing from the north-northeast";"5";"";"";"";"Broken clouds (60-90%) 1950 m, overcast (100%) 4500 m";"16.0";"-9.0";
"11.02.2021 21:51";"-5.0";"744.5";"768.4";"74";"Wind blowing from the north-northeast";"5";"";"";"";"Overcast (100%) 2100 m";"16.0";"-9.0";
"11.02.2021 20:51";"-4.0";"744.6";"768.4";"69";"Wind blowing from the north-northeast";"5";"";"";"";"Overcast (100%) 2100 m";"16.0";"-9.0";
"11.02.2021 19:51";"-4.0";"744.6";"768.4";"63";"Wind blowing from the north-northeast";"5";"";"";"";"Overcast (100%) 4200 m";"16.0";"-10.0";
"11.02.2021 18:51";"-4.0";"745.3";"769.1";"59";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 3900 m";"16.0";"-11.0";
"11.02.2021 17:51";"-4.0";"744.8";"768.6";"59";"Wind blowing from the north-northeast";"6";"";"";"";"Few clouds (10-30%) 3300 m, broken clouds (60-90%) 4200 m, overcast (100%) 6000 m";"16.0";"-11.0";
"11.02.2021 16:51";"-3.0";"744.4";"768.1";"54";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 3000 m, overcast (100%) 4200 m";"16.0";"-11.0";
"11.02.2021 15:51";"-3.0";"744.4";"768.1";"54";"Wind blowing from the north-east";"4";"";"";"";"Overcast (100%) 5400 m";"16.0";"-11.0";
"11.02.2021 14:51";"-4.0";"744.6";"768.4";"59";"Wind blowing from the north-east";"5";"";"";"";"Overcast (100%) 5400 m";"14.4";"-11.0";
"11.02.2021 13:51";"-4.0";"745.1";"768.9";"59";"Wind blowing from the north-northeast";"5";"";"";"";"Few clouds (10-30%) 2400 m, overcast (100%) 5400 m";"14.4";"-11.0";
"11.02.2021 12:51";"-4.0";"745.8";"769.6";"63";"Wind blowing from the north-northeast";"5";"";"";"";"Overcast (100%) 2550 m";"12.8";"-10.0";
"11.02.2021 11:51";"-6.0";"746.1";"770.1";"68";"Wind blowing from the north";"6";"";"";"";"Broken clouds (60-90%) 2550 m";"12.8";"-11.0";
"11.02.2021 10:51";"-6.0";"745.9";"769.9";"74";"Wind blowing from the north-east";"7";"";"";"";"Scattered clouds (40-50%) 2550 m, broken clouds (60-90%) 3300 m, overcast (100%) 4500 m";"12.8";"-10.0";
"11.02.2021 09:51";"-7.0";"746.3";"770.4";"73";"Wind blowing from the north";"5";"";"";"";"Scattered clouds (40-50%) 3000 m, overcast (100%) 3300 m";"16.0";"-11.0";
"11.02.2021 08:51";"-7.0";"746.0";"770.1";"73";"Wind blowing from the north";"6";"";"";"";"Scattered clouds (40-50%) 1800 m, overcast (100%) 2400 m";"16.0";"-11.0";
"11.02.2021 08:10";"-7.0";"745.5";"769.6";"86";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Broken clouds (60-90%) 1200 m, overcast (100%) 1650 m";"6.4";"-9.0";
"11.02.2021 07:59";"-7.0";"745.5";"769.6";"86";"Wind blowing from the north-northeast";"4";"";"Light snow, mist";"";"Overcast (100%) 960 m";"3.2";"-9.0";
"11.02.2021 07:51";"-7.0";"745.5";"769.6";"86";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Overcast (100%) 900 m";"2.0";"-9.0";
"11.02.2021 07:41";"-7.0";"745.5";"769.6";"86";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Overcast (100%) 1020 m";"2.8";"-9.0";
"11.02.2021 06:51";"-7.0";"745.3";"769.4";"86";"Wind blowing from the north-northeast";"4";"";"Light snow, mist";"";"Broken clouds (60-90%) 1650 m, overcast (100%) 2250 m";"9.6";"-9.0";
"11.02.2021 05:51";"-7.0";"745.3";"769.4";"86";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Overcast (100%) 1950 m";"8.0";"-9.0";
"11.02.2021 04:51";"-7.0";"744.8";"768.9";"86";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Overcast (100%) 1140 m";"6.4";"-9.0";
"11.02.2021 04:16";"-7.0";"744.3";"768.4";"86";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Overcast (100%) 1020 m";"4.8";"-9.0";
"11.02.2021 03:55";"-7.0";"744.0";"768.1";"86";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Overcast (100%) 840 m";"4.8";"-9.0";
"11.02.2021 03:51";"-7.0";"744.0";"768.1";"86";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Overcast (100%) 900 m";"4.0";"-9.0";
"11.02.2021 03:39";"-7.0";"744.0";"768.1";"86";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Overcast (100%) 960 m";"4.0";"-9.0";
"11.02.2021 02:51";"-7.0";"744.0";"768.1";"86";"Wind blowing from the north";"6";"";"";"";"Broken clouds (60-90%) 1500 m, overcast (100%) 2850 m";"14.4";"-9.0";
"11.02.2021 01:51";"-7.0";"743.1";"767.1";"86";"Wind blowing from the north-northeast";"4";"";"";"";"Broken clouds (60-90%) 3300 m";"14.4";"-9.0";
"11.02.2021 01:22";"-6.0";"743.2";"767.1";"80";"Wind blowing from the north";"5";"";"";"";"Few clouds (10-30%) 780 m, broken clouds (60-90%) 3300 m";"14.4";"-9.0";
"11.02.2021 00:51";"-6.0";"743.2";"767.1";"80";"Wind blowing from the north";"5";"";"";"";"Broken clouds (60-90%) 780 m, overcast (100%) 3000 m";"14.4";"-9.0";
"11.02.2021 00:46";"-6.0";"743.2";"767.1";"80";"Wind blowing from the north";"5";"";"";"";"Broken clouds (60-90%) 780 m, overcast (100%) 3000 m";"14.4";"-9.0";
"10.02.2021 23:51";"-6.0";"743.3";"767.3";"80";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 3000 m";"12.8";"-9.0";
"10.02.2021 23:04";"-6.0";"743.3";"767.3";"80";"Wind blowing from the north-northeast";"4";"";"";"";"Scattered clouds (40-50%) 750 m, overcast (100%) 3300 m";"12.8";"-9.0";
"10.02.2021 22:51";"-6.0";"743.3";"767.3";"80";"Wind blowing from the north-northeast";"5";"";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 3300 m";"12.8";"-9.0";
"10.02.2021 21:51";"-6.0";"743.3";"767.3";"80";"Wind blowing from the north";"5";"";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 4200 m";"12.8";"-9.0";
"10.02.2021 20:51";"-6.0";"743.2";"767.1";"86";"Wind blowing from the north";"4";"";"Light snow";"";"Overcast (100%) 2100 m";"11.2";"-8.0";
"10.02.2021 19:51";"-6.0";"743.2";"767.1";"93";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Few clouds (10-30%) 1200 m, overcast (100%) 1950 m";"8.0";"-7.0";
"10.02.2021 19:36";"-6.0";"743.2";"767.1";"86";"Wind blowing from the north-northeast";"4";"";"Light snow, mist";"";"Few clouds (10-30%) 840 m, scattered clouds (40-50%) 1230 m, overcast (100%) 1800 m";"8.0";"-8.0";
"10.02.2021 19:13";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Overcast (100%) 480 m";"4.8";"-7.0";
"10.02.2021 18:51";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Vertical visibility 300 m";"1.2";"-7.0";
"10.02.2021 18:06";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Vertical visibility 330 m";"1.2";"-7.0";
"10.02.2021 17:51";"-6.0";"742.7";"766.6";"93";"Wind blowing from the north-northeast";"4";"";"Light snow, mist";"";"Overcast (100%) 360 m";"1.6";"-7.0";
"10.02.2021 17:46";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north-northeast";"5";"";"Light snow, mist";"";"Overcast (100%) 420 m";"1.6";"-7.0";
"10.02.2021 17:30";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Overcast (100%) 510 m";"2.4";"-7.0";
"10.02.2021 17:07";"-6.0";"742.9";"766.8";"93";"Wind blowing from the north";"4";"";"Light snow, mist";"";"Vertical visibility 360 m";"1.2";"-7.0";
"10.02.2021 16:51";"-6.0";"742.7";"766.6";"86";"Wind blowing from the north-northeast";"4";"";"Light snow, mist";"";"Broken clouds (60-90%) 540 m, overcast (100%) 780 m";"1.6";"-8.0";
"10.02.2021 16:43";"-6.0";"743.2";"767.1";"86";"Wind blowing from the north-northeast";"4";"";"Light snow";"";"Broken clouds (60-90%) 540 m, overcast (100%) 780 m";"2.4";"-8.0";
"10.02.2021 16:37";"-6.0";"743.2";"767.1";"86";"Wind blowing from the north-northeast";"4";"";"Light snow, haze";"";"Overcast (100%) 900 m";"2.4";"-8.0";
"10.02.2021 15:51";"-5.0";"743.2";"767.1";"80";"Wind blowing from the north-northeast";"3";"";"Light snow";"";"Few clouds (10-30%) 1080 m, overcast (100%) 1380 m";"9.6";"-8.0";
"10.02.2021 15:45";"-5.0";"743.2";"767.1";"80";"Wind blowing from the north";"4";"";"Light snow";"";"Few clouds (10-30%) 1080 m, overcast (100%) 1440 m";"9.6";"-8.0";
"10.02.2021 15:25";"-5.0";"743.0";"766.8";"80";"Wind blowing from the north-east";"4";"";"Haze";"";"Few clouds (10-30%) 420 m, scattered clouds (40-50%) 930 m, overcast (100%) 1440 m";"3.2";"-8.0";
"10.02.2021 14:51";"-5.0";"743.2";"767.1";"80";"Wind blowing from the north-east";"4";"";"Light snow";"";"Broken clouds (60-90%) 660 m, overcast (100%) 1020 m";"3.2";"-8.0";
"10.02.2021 14:06";"-5.0";"744.2";"768.1";"74";"Wind blowing from the north-northeast";"4";"";"Light snow";"";"Broken clouds (60-90%) 840 m, overcast (100%) 1080 m";"3.2";"-9.0";
"10.02.2021 13:51";"-5.0";"744.5";"768.4";"74";"Wind blowing from the north";"3";"";"Light snow";"";"Broken clouds (60-90%) 900 m, overcast (100%) 1080 m";"3.2";"-9.0";
"10.02.2021 13:44";"-5.0";"744.5";"768.4";"74";"Wind blowing from the north";"3";"";"Light snow";"";"Broken clouds (60-90%) 900 m, overcast (100%) 1080 m";"4.0";"-9.0";
"10.02.2021 12:51";"-5.0";"745.0";"768.9";"63";"Wind blowing from the north-east";"5";"";"";"";"Overcast (100%) 1800 m";"14.4";"-11.0";
"10.02.2021 11:51";"-6.0";"746.1";"770.1";"68";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 2400 m";"12.8";"-11.0";
"10.02.2021 10:51";"-7.0";"746.3";"770.4";"68";"Wind blowing from the east";"3";"";"";"";"Overcast (100%) 2400 m";"12.8";"-12.0";
"10.02.2021 09:51";"-7.0";"746.3";"770.4";"68";"Wind blowing from the east-northeast";"5";"";"";"";"Few clouds (10-30%) 2400 m, overcast (100%) 3000 m";"12.8";"-12.0";
"10.02.2021 08:51";"-8.0";"747.1";"771.4";"73";"Wind blowing from the north-east";"4";"";"";"";"Scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m, overcast (100%) 6000 m";"12.8";"-12.0";
"10.02.2021 07:51";"-8.0";"746.9";"771.1";"68";"Wind blowing from the east-northeast";"3";"";"";"";"Scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m, overcast (100%) 7500 m";"12.8";"-13.0";
"10.02.2021 06:51";"-9.0";"746.8";"771.1";"73";"Wind blowing from the north-east";"3";"";"";"";"Scattered clouds (40-50%) 3300 m, broken clouds (60-90%) 7500 m";"16.0";"-13.0";
"10.02.2021 05:51";"-9.0";"747.1";"771.4";"79";"Wind blowing from the north-east";"3";"";"";"";"Broken clouds (60-90%) 3000 m, broken clouds (60-90%) 7500 m";"12.8";"-12.0";
"10.02.2021 04:51";"-10.0";"747.0";"771.4";"85";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 3600 m, scattered clouds (40-50%) 7500 m";"11.2";"-12.0";
"10.02.2021 03:51";"-10.0";"746.7";"771.1";"85";"Wind blowing from the north";"2";"";"Mist";"";"Few clouds (10-30%) 4800 m, scattered clouds (40-50%) 7500 m";"9.6";"-12.0";
"10.02.2021 02:51";"-9.0";"746.6";"770.9";"79";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 990 m, scattered clouds (40-50%) 4500 m, scattered clouds (40-50%) 7500 m";"11.2";"-12.0";
